id,element,nucleons,library,incident_particle,mt,temperature
3599,Nd,148,ENDFB-8.0,n,806,294
3600,Nd,148,ENDFB-8.0,n,807,294
3601,Nd,148,ENDFB-8.0,n,808,294
3602,Nd,148,ENDFB-8.0,n,809,294
3603,Nd,148,ENDFB-8.0,n,810,294
3604,Nd,148,ENDFB-8.0,n,811,294
3605,Nd,148,ENDFB-8.0,n,812,294
3606,Nd,148,ENDFB-8.0,n,849,294
3607,Nd,148,ENDFB-8.0,n,901,294
3608,Nd,148,ENDFB-8.0,n,1,294
3609,Hg,202,ENDFB-8.0,n,2,294
3610,Hg,202,ENDFB-8.0,n,5,294
3611,Hg,202,ENDFB-8.0,n,16,294
3612,Hg,202,ENDFB-8.0,n,17,294
3613,Hg,202,ENDFB-8.0,n,22,294
3614,Hg,202,ENDFB-8.0,n,28,294
3615,Hg,202,ENDFB-8.0,n,51,294
3616,Hg,202,ENDFB-8.0,n,52,294
3617,Hg,202,ENDFB-8.0,n,53,294
3618,Hg,202,ENDFB-8.0,n,54,294
3619,Hg,202,ENDFB-8.0,n,55,294
3620,Hg,202,ENDFB-8.0,n,56,294
3621,Hg,202,ENDFB-8.0,n,57,294
3622,Hg,202,ENDFB-8.0,n,58,294
3623,Hg,202,ENDFB-8.0,n,59,294
3624,Hg,202,ENDFB-8.0,n,60,294
3625,Hg,202,ENDFB-8.0,n,61,294
3626,Hg,202,ENDFB-8.0,n,62,294
3627,Hg,202,ENDFB-8.0,n,63,294
3628,Hg,202,ENDFB-8.0,n,64,294
3629,Hg,202,ENDFB-8.0,n,65,294
3630,Hg,202,ENDFB-8.0,n,66,294
3631,Hg,202,ENDFB-8.0,n,67,294
3632,Hg,202,ENDFB-8.0,n,68,294
3633,Hg,202,ENDFB-8.0,n,69,294
3634,Hg,202,ENDFB-8.0,n,91,294
3635,Hg,202,ENDFB-8.0,n,102,294
3636,Hg,202,ENDFB-8.0,n,103,294
3637,Hg,202,ENDFB-8.0,n,104,294
3638,Hg,202,ENDFB-8.0,n,107,294
3639,Hg,202,ENDFB-8.0,n,203,294
3640,Hg,202,ENDFB-8.0,n,204,294
3641,Hg,202,ENDFB-8.0,n,205,294
3642,Hg,202,ENDFB-8.0,n,207,294
3643,Hg,202,ENDFB-8.0,n,301,294
3644,Hg,202,ENDFB-8.0,n,444,294
3645,Hg,202,ENDFB-8.0,n,901,294
3646,Hg,202,ENDFB-8.0,n,1,294
3647,Cf,251,ENDFB-8.0,n,2,294
3648,Cf,251,ENDFB-8.0,n,16,294
3649,Cf,251,ENDFB-8.0,n,17,294
3650,Cf,251,ENDFB-8.0,n,18,294
3651,Cf,251,ENDFB-8.0,n,37,294
3652,Cf,251,ENDFB-8.0,n,51,294
3653,Cf,251,ENDFB-8.0,n,52,294
3654,Cf,251,ENDFB-8.0,n,53,294
3655,Cf,251,ENDFB-8.0,n,54,294
3656,Cf,251,ENDFB-8.0,n,55,294
3657,Cf,251,ENDFB-8.0,n,56,294
3658,Cf,251,ENDFB-8.0,n,57,294
3659,Cf,251,ENDFB-8.0,n,58,294
3660,Cf,251,ENDFB-8.0,n,59,294
3661,Cf,251,ENDFB-8.0,n,60,294
3662,Cf,251,ENDFB-8.0,n,61,294
3663,Cf,251,ENDFB-8.0,n,62,294
3664,Cf,251,ENDFB-8.0,n,63,294
3665,Cf,251,ENDFB-8.0,n,64,294
3666,Cf,251,ENDFB-8.0,n,91,294
3667,Cf,251,ENDFB-8.0,n,102,294
3668,Cf,251,ENDFB-8.0,n,301,294
3669,Cf,251,ENDFB-8.0,n,444,294
3670,Cf,251,ENDFB-8.0,n,901,294
3671,Cf,251,ENDFB-8.0,n,1,294
3672,Ti,47,ENDFB-8.0,n,2,294
3673,Ti,47,ENDFB-8.0,n,16,294
3674,Ti,47,ENDFB-8.0,n,22,294
3675,Ti,47,ENDFB-8.0,n,28,294
3676,Ti,47,ENDFB-8.0,n,51,294
3677,Ti,47,ENDFB-8.0,n,52,294
3678,Ti,47,ENDFB-8.0,n,53,294
3679,Ti,47,ENDFB-8.0,n,54,294
3680,Ti,47,ENDFB-8.0,n,55,294
3681,Ti,47,ENDFB-8.0,n,56,294
3682,Ti,47,ENDFB-8.0,n,57,294
3683,Ti,47,ENDFB-8.0,n,58,294
3684,Ti,47,ENDFB-8.0,n,59,294
3685,Ti,47,ENDFB-8.0,n,60,294
3686,Ti,47,ENDFB-8.0,n,61,294
3687,Ti,47,ENDFB-8.0,n,62,294
3688,Ti,47,ENDFB-8.0,n,63,294
3689,Ti,47,ENDFB-8.0,n,64,294
3690,Ti,47,ENDFB-8.0,n,65,294
3691,Ti,47,ENDFB-8.0,n,66,294
3692,Ti,47,ENDFB-8.0,n,91,294
3693,Ti,47,ENDFB-8.0,n,102,294
3694,Ti,47,ENDFB-8.0,n,103,294
3695,Ti,47,ENDFB-8.0,n,104,294
3696,Ti,47,ENDFB-8.0,n,105,294
3697,Ti,47,ENDFB-8.0,n,106,294
3698,Ti,47,ENDFB-8.0,n,107,294
3699,Ti,47,ENDFB-8.0,n,111,294
3700,Ti,47,ENDFB-8.0,n,203,294
3701,Ti,47,ENDFB-8.0,n,204,294
3702,Ti,47,ENDFB-8.0,n,205,294
3703,Ti,47,ENDFB-8.0,n,206,294
3704,Ti,47,ENDFB-8.0,n,207,294
3705,Ti,47,ENDFB-8.0,n,301,294
3706,Ti,47,ENDFB-8.0,n,444,294
3707,Ti,47,ENDFB-8.0,n,901,294
3708,Ti,47,ENDFB-8.0,n,1,294
3709,Ge,71,ENDFB-8.0,n,2,294
3710,Ge,71,ENDFB-8.0,n,5,294
3711,Ge,71,ENDFB-8.0,n,16,294
3712,Ge,71,ENDFB-8.0,n,51,294
3713,Ge,71,ENDFB-8.0,n,52,294
3714,Ge,71,ENDFB-8.0,n,53,294
3715,Ge,71,ENDFB-8.0,n,54,294
3716,Ge,71,ENDFB-8.0,n,55,294
3717,Ge,71,ENDFB-8.0,n,56,294
3718,Ge,71,ENDFB-8.0,n,57,294
3719,Ge,71,ENDFB-8.0,n,58,294
3720,Ge,71,ENDFB-8.0,n,59,294
3721,Ge,71,ENDFB-8.0,n,60,294
3722,Ge,71,ENDFB-8.0,n,61,294
3723,Ge,71,ENDFB-8.0,n,62,294
3724,Ge,71,ENDFB-8.0,n,63,294
3725,Ge,71,ENDFB-8.0,n,64,294
3726,Ge,71,ENDFB-8.0,n,65,294
3727,Ge,71,ENDFB-8.0,n,66,294
3728,Ge,71,ENDFB-8.0,n,67,294
3729,Ge,71,ENDFB-8.0,n,68,294
3730,Ge,71,ENDFB-8.0,n,69,294
3731,Ge,71,ENDFB-8.0,n,70,294
3732,Ge,71,ENDFB-8.0,n,71,294
3733,Ge,71,ENDFB-8.0,n,72,294
3734,Ge,71,ENDFB-8.0,n,73,294
3735,Ge,71,ENDFB-8.0,n,74,294
3736,Ge,71,ENDFB-8.0,n,75,294
3737,Ge,71,ENDFB-8.0,n,76,294
3738,Ge,71,ENDFB-8.0,n,77,294
3739,Ge,71,ENDFB-8.0,n,78,294
3740,Ge,71,ENDFB-8.0,n,79,294
3741,Ge,71,ENDFB-8.0,n,80,294
3742,Ge,71,ENDFB-8.0,n,81,294
3743,Ge,71,ENDFB-8.0,n,82,294
3744,Ge,71,ENDFB-8.0,n,83,294
3745,Ge,71,ENDFB-8.0,n,84,294
3746,Ge,71,ENDFB-8.0,n,85,294
3747,Ge,71,ENDFB-8.0,n,86,294
3748,Ge,71,ENDFB-8.0,n,87,294
3749,Ge,71,ENDFB-8.0,n,88,294
3750,Ge,71,ENDFB-8.0,n,89,294
3751,Ge,71,ENDFB-8.0,n,91,294
3752,Ge,71,ENDFB-8.0,n,102,294
3753,Ge,71,ENDFB-8.0,n,103,294
3754,Ge,71,ENDFB-8.0,n,107,294
3755,Ge,71,ENDFB-8.0,n,203,294
3756,Ge,71,ENDFB-8.0,n,204,294
3757,Ge,71,ENDFB-8.0,n,205,294
3758,Ge,71,ENDFB-8.0,n,206,294
3759,Ge,71,ENDFB-8.0,n,207,294
3760,Ge,71,ENDFB-8.0,n,301,294
3761,Ge,71,ENDFB-8.0,n,444,294
3762,Ge,71,ENDFB-8.0,n,600,294
3763,Ge,71,ENDFB-8.0,n,601,294
3764,Ge,71,ENDFB-8.0,n,602,294
3765,Ge,71,ENDFB-8.0,n,603,294
3766,Ge,71,ENDFB-8.0,n,604,294
3767,Ge,71,ENDFB-8.0,n,605,294
3768,Ge,71,ENDFB-8.0,n,606,294
3769,Ge,71,ENDFB-8.0,n,607,294
3770,Ge,71,ENDFB-8.0,n,608,294
3771,Ge,71,ENDFB-8.0,n,609,294
3772,Ge,71,ENDFB-8.0,n,610,294
3773,Ge,71,ENDFB-8.0,n,611,294
3774,Ge,71,ENDFB-8.0,n,612,294
3775,Ge,71,ENDFB-8.0,n,613,294
3776,Ge,71,ENDFB-8.0,n,614,294
3777,Ge,71,ENDFB-8.0,n,615,294
3778,Ge,71,ENDFB-8.0,n,616,294
3779,Ge,71,ENDFB-8.0,n,617,294
3780,Ge,71,ENDFB-8.0,n,618,294
3781,Ge,71,ENDFB-8.0,n,619,294
3782,Ge,71,ENDFB-8.0,n,620,294
3783,Ge,71,ENDFB-8.0,n,621,294
3784,Ge,71,ENDFB-8.0,n,622,294
3785,Ge,71,ENDFB-8.0,n,649,294
3786,Ge,71,ENDFB-8.0,n,800,294
3787,Ge,71,ENDFB-8.0,n,801,294
3788,Ge,71,ENDFB-8.0,n,802,294
3789,Ge,71,ENDFB-8.0,n,803,294
3790,Ge,71,ENDFB-8.0,n,804,294
3791,Ge,71,ENDFB-8.0,n,805,294
3792,Ge,71,ENDFB-8.0,n,806,294
3793,Ge,71,ENDFB-8.0,n,807,294
3794,Ge,71,ENDFB-8.0,n,808,294
3795,Ge,71,ENDFB-8.0,n,809,294
3796,Ge,71,ENDFB-8.0,n,810,294
3797,Ge,71,ENDFB-8.0,n,811,294
3798,Ge,71,ENDFB-8.0,n,812,294
3799,Ge,71,ENDFB-8.0,n,813,294
3800,Ge,71,ENDFB-8.0,n,814,294
3801,Ge,71,ENDFB-8.0,n,815,294
3802,Ge,71,ENDFB-8.0,n,816,294
3803,Ge,71,ENDFB-8.0,n,817,294
3804,Ge,71,ENDFB-8.0,n,818,294
3805,Ge,71,ENDFB-8.0,n,819,294
3806,Ge,71,ENDFB-8.0,n,820,294
3807,Ge,71,ENDFB-8.0,n,821,294
3808,Ge,71,ENDFB-8.0,n,822,294
3809,Ge,71,ENDFB-8.0,n,823,294
3810,Ge,71,ENDFB-8.0,n,824,294
3811,Ge,71,ENDFB-8.0,n,825,294
3812,Ge,71,ENDFB-8.0,n,826,294
3813,Ge,71,ENDFB-8.0,n,827,294
3814,Ge,71,ENDFB-8.0,n,828,294
3815,Ge,71,ENDFB-8.0,n,829,294
3816,Ge,71,ENDFB-8.0,n,830,294
3817,Ge,71,ENDFB-8.0,n,831,294
3818,Ge,71,ENDFB-8.0,n,832,294
3819,Ge,71,ENDFB-8.0,n,833,294
3820,Ge,71,ENDFB-8.0,n,834,294
3821,Ge,71,ENDFB-8.0,n,835,294
3822,Ge,71,ENDFB-8.0,n,836,294
3823,Ge,71,ENDFB-8.0,n,837,294
3824,Ge,71,ENDFB-8.0,n,838,294
3825,Ge,71,ENDFB-8.0,n,839,294
3826,Ge,71,ENDFB-8.0,n,849,294
3827,Ge,71,ENDFB-8.0,n,901,294
3828,Ge,71,ENDFB-8.0,n,1,294
3829,Cd,107,ENDFB-8.0,n,2,294
3830,Cd,107,ENDFB-8.0,n,5,294
3831,Cd,107,ENDFB-8.0,n,16,294
3832,Cd,107,ENDFB-8.0,n,51,294
3833,Cd,107,ENDFB-8.0,n,52,294
3834,Cd,107,ENDFB-8.0,n,53,294
3835,Cd,107,ENDFB-8.0,n,54,294
3836,Cd,107,ENDFB-8.0,n,55,294
3837,Cd,107,ENDFB-8.0,n,56,294
3838,Cd,107,ENDFB-8.0,n,57,294
3839,Cd,107,ENDFB-8.0,n,58,294
3840,Cd,107,ENDFB-8.0,n,59,294
3841,Cd,107,ENDFB-8.0,n,60,294
3842,Cd,107,ENDFB-8.0,n,61,294
3843,Cd,107,ENDFB-8.0,n,62,294
3844,Cd,107,ENDFB-8.0,n,63,294
3845,Cd,107,ENDFB-8.0,n,64,294
3846,Cd,107,ENDFB-8.0,n,65,294
3847,Cd,107,ENDFB-8.0,n,66,294
3848,Cd,107,ENDFB-8.0,n,91,294
3849,Cd,107,ENDFB-8.0,n,102,294
3850,Cd,107,ENDFB-8.0,n,103,294
3851,Cd,107,ENDFB-8.0,n,107,294
3852,Cd,107,ENDFB-8.0,n,203,294
3853,Cd,107,ENDFB-8.0,n,204,294
3854,Cd,107,ENDFB-8.0,n,205,294
3855,Cd,107,ENDFB-8.0,n,206,294
3856,Cd,107,ENDFB-8.0,n,207,294
3857,Cd,107,ENDFB-8.0,n,301,294
3858,Cd,107,ENDFB-8.0,n,444,294
3859,Cd,107,ENDFB-8.0,n,600,294
3860,Cd,107,ENDFB-8.0,n,601,294
3861,Cd,107,ENDFB-8.0,n,602,294
3862,Cd,107,ENDFB-8.0,n,603,294
3863,Cd,107,ENDFB-8.0,n,604,294
3864,Cd,107,ENDFB-8.0,n,605,294
3865,Cd,107,ENDFB-8.0,n,606,294
3866,Cd,107,ENDFB-8.0,n,607,294
3867,Cd,107,ENDFB-8.0,n,608,294
3868,Cd,107,ENDFB-8.0,n,609,294
3869,Cd,107,ENDFB-8.0,n,610,294
3870,Cd,107,ENDFB-8.0,n,611,294
3871,Cd,107,ENDFB-8.0,n,612,294
3872,Cd,107,ENDFB-8.0,n,613,294
3873,Cd,107,ENDFB-8.0,n,614,294
3874,Cd,107,ENDFB-8.0,n,615,294
3875,Cd,107,ENDFB-8.0,n,616,294
3876,Cd,107,ENDFB-8.0,n,617,294
3877,Cd,107,ENDFB-8.0,n,618,294
3878,Cd,107,ENDFB-8.0,n,649,294
3879,Cd,107,ENDFB-8.0,n,800,294
3880,Cd,107,ENDFB-8.0,n,801,294
3881,Cd,107,ENDFB-8.0,n,802,294
3882,Cd,107,ENDFB-8.0,n,803,294
3883,Cd,107,ENDFB-8.0,n,804,294
3884,Cd,107,ENDFB-8.0,n,805,294
3885,Cd,107,ENDFB-8.0,n,806,294
3886,Cd,107,ENDFB-8.0,n,807,294
3887,Cd,107,ENDFB-8.0,n,808,294
3888,Cd,107,ENDFB-8.0,n,809,294
3889,Cd,107,ENDFB-8.0,n,810,294
3890,Cd,107,ENDFB-8.0,n,811,294
3891,Cd,107,ENDFB-8.0,n,812,294
3892,Cd,107,ENDFB-8.0,n,813,294
3893,Cd,107,ENDFB-8.0,n,814,294
3894,Cd,107,ENDFB-8.0,n,815,294
3895,Cd,107,ENDFB-8.0,n,816,294
3896,Cd,107,ENDFB-8.0,n,817,294
3897,Cd,107,ENDFB-8.0,n,818,294
3898,Cd,107,ENDFB-8.0,n,819,294
3899,Cd,107,ENDFB-8.0,n,820,294
3900,Cd,107,ENDFB-8.0,n,821,294
3901,Cd,107,ENDFB-8.0,n,822,294
3902,Cd,107,ENDFB-8.0,n,823,294
3903,Cd,107,ENDFB-8.0,n,824,294
3904,Cd,107,ENDFB-8.0,n,825,294
3905,Cd,107,ENDFB-8.0,n,826,294
3906,Cd,107,ENDFB-8.0,n,827,294
3907,Cd,107,ENDFB-8.0,n,828,294
3908,Cd,107,ENDFB-8.0,n,829,294
3909,Cd,107,ENDFB-8.0,n,830,294
3910,Cd,107,ENDFB-8.0,n,831,294
3911,Cd,107,ENDFB-8.0,n,832,294
3912,Cd,107,ENDFB-8.0,n,833,294
3913,Cd,107,ENDFB-8.0,n,834,294
3914,Cd,107,ENDFB-8.0,n,835,294
3915,Cd,107,ENDFB-8.0,n,836,294
3916,Cd,107,ENDFB-8.0,n,837,294
3917,Cd,107,ENDFB-8.0,n,849,294
3918,Cd,107,ENDFB-8.0,n,901,294
3919,Cd,107,ENDFB-8.0,n,1,294
3920,Pu,237,ENDFB-8.0,n,2,294
3921,Pu,237,ENDFB-8.0,n,16,294
3922,Pu,237,ENDFB-8.0,n,17,294
3923,Pu,237,ENDFB-8.0,n,18,294
3924,Pu,237,ENDFB-8.0,n,51,294
3925,Pu,237,ENDFB-8.0,n,52,294
3926,Pu,237,ENDFB-8.0,n,53,294
3927,Pu,237,ENDFB-8.0,n,54,294
3928,Pu,237,ENDFB-8.0,n,55,294
3929,Pu,237,ENDFB-8.0,n,56,294
3930,Pu,237,ENDFB-8.0,n,57,294
3931,Pu,237,ENDFB-8.0,n,58,294
3932,Pu,237,ENDFB-8.0,n,59,294
3933,Pu,237,ENDFB-8.0,n,60,294
3934,Pu,237,ENDFB-8.0,n,61,294
3935,Pu,237,ENDFB-8.0,n,62,294
3936,Pu,237,ENDFB-8.0,n,63,294
3937,Pu,237,ENDFB-8.0,n,64,294
3938,Pu,237,ENDFB-8.0,n,65,294
3939,Pu,237,ENDFB-8.0,n,66,294
3940,Pu,237,ENDFB-8.0,n,67,294
3941,Pu,237,ENDFB-8.0,n,68,294
3942,Pu,237,ENDFB-8.0,n,69,294
3943,Pu,237,ENDFB-8.0,n,70,294
3944,Pu,237,ENDFB-8.0,n,71,294
3945,Pu,237,ENDFB-8.0,n,72,294
3946,Pu,237,ENDFB-8.0,n,73,294
3947,Pu,237,ENDFB-8.0,n,74,294
3948,Pu,237,ENDFB-8.0,n,75,294
3949,Pu,237,ENDFB-8.0,n,76,294
3950,Pu,237,ENDFB-8.0,n,77,294
3951,Pu,237,ENDFB-8.0,n,78,294
3952,Pu,237,ENDFB-8.0,n,79,294
3953,Pu,237,ENDFB-8.0,n,80,294
3954,Pu,237,ENDFB-8.0,n,91,294
3955,Pu,237,ENDFB-8.0,n,102,294
3956,Pu,237,ENDFB-8.0,n,301,294
3957,Pu,237,ENDFB-8.0,n,444,294
3958,Pu,237,ENDFB-8.0,n,901,294
3959,Pu,237,ENDFB-8.0,n,1,294
3960,Ni,60,ENDFB-8.0,n,2,294
3961,Ni,60,ENDFB-8.0,n,5,294
3962,Ni,60,ENDFB-8.0,n,16,294
3963,Ni,60,ENDFB-8.0,n,22,294
3964,Ni,60,ENDFB-8.0,n,28,294
3965,Ni,60,ENDFB-8.0,n,51,294
3966,Ni,60,ENDFB-8.0,n,52,294
3967,Ni,60,ENDFB-8.0,n,53,294
3968,Ni,60,ENDFB-8.0,n,54,294
3969,Ni,60,ENDFB-8.0,n,55,294
3970,Ni,60,ENDFB-8.0,n,56,294
3971,Ni,60,ENDFB-8.0,n,57,294
3972,Ni,60,ENDFB-8.0,n,58,294
3973,Ni,60,ENDFB-8.0,n,59,294
3974,Ni,60,ENDFB-8.0,n,60,294
3975,Ni,60,ENDFB-8.0,n,61,294
3976,Ni,60,ENDFB-8.0,n,62,294
3977,Ni,60,ENDFB-8.0,n,63,294
3978,Ni,60,ENDFB-8.0,n,64,294
3979,Ni,60,ENDFB-8.0,n,65,294
3980,Ni,60,ENDFB-8.0,n,66,294
3981,Ni,60,ENDFB-8.0,n,67,294
3982,Ni,60,ENDFB-8.0,n,68,294
3983,Ni,60,ENDFB-8.0,n,69,294
3984,Ni,60,ENDFB-8.0,n,70,294
3985,Ni,60,ENDFB-8.0,n,71,294
3986,Ni,60,ENDFB-8.0,n,72,294
3987,Ni,60,ENDFB-8.0,n,73,294
3988,Ni,60,ENDFB-8.0,n,74,294
3989,Ni,60,ENDFB-8.0,n,75,294
3990,Ni,60,ENDFB-8.0,n,76,294
3991,Ni,60,ENDFB-8.0,n,77,294
3992,Ni,60,ENDFB-8.0,n,78,294
3993,Ni,60,ENDFB-8.0,n,79,294
3994,Ni,60,ENDFB-8.0,n,91,294
3995,Ni,60,ENDFB-8.0,n,102,294
3996,Ni,60,ENDFB-8.0,n,103,294
3997,Ni,60,ENDFB-8.0,n,104,294
3998,Ni,60,ENDFB-8.0,n,105,294
3999,Ni,60,ENDFB-8.0,n,107,294
4000,Ni,60,ENDFB-8.0,n,111,294
4001,Ni,60,ENDFB-8.0,n,112,294
4002,Ni,60,ENDFB-8.0,n,203,294
4003,Ni,60,ENDFB-8.0,n,204,294
4004,Ni,60,ENDFB-8.0,n,205,294
4005,Ni,60,ENDFB-8.0,n,207,294
4006,Ni,60,ENDFB-8.0,n,301,294
4007,Ni,60,ENDFB-8.0,n,444,294
4008,Ni,60,ENDFB-8.0,n,901,294
4009,Ni,60,ENDFB-8.0,n,1,294
4010,As,74,ENDFB-8.0,n,2,294
4011,As,74,ENDFB-8.0,n,16,294
4012,As,74,ENDFB-8.0,n,17,294
4013,As,74,ENDFB-8.0,n,22,294
4014,As,74,ENDFB-8.0,n,28,294
4015,As,74,ENDFB-8.0,n,51,294
4016,As,74,ENDFB-8.0,n,52,294
4017,As,74,ENDFB-8.0,n,53,294
4018,As,74,ENDFB-8.0,n,54,294
4019,As,74,ENDFB-8.0,n,55,294
4020,As,74,ENDFB-8.0,n,56,294
4021,As,74,ENDFB-8.0,n,57,294
4022,As,74,ENDFB-8.0,n,58,294
4023,As,74,ENDFB-8.0,n,59,294
4024,As,74,ENDFB-8.0,n,60,294
4025,As,74,ENDFB-8.0,n,61,294
4026,As,74,ENDFB-8.0,n,62,294
4027,As,74,ENDFB-8.0,n,63,294
4028,As,74,ENDFB-8.0,n,64,294
4029,As,74,ENDFB-8.0,n,65,294
4030,As,74,ENDFB-8.0,n,66,294
4031,As,74,ENDFB-8.0,n,67,294
4032,As,74,ENDFB-8.0,n,68,294
4033,As,74,ENDFB-8.0,n,69,294
4034,As,74,ENDFB-8.0,n,70,294
4035,As,74,ENDFB-8.0,n,71,294
4036,As,74,ENDFB-8.0,n,72,294
4037,As,74,ENDFB-8.0,n,73,294
4038,As,74,ENDFB-8.0,n,74,294
4039,As,74,ENDFB-8.0,n,75,294
4040,As,74,ENDFB-8.0,n,76,294
4041,As,74,ENDFB-8.0,n,77,294
4042,As,74,ENDFB-8.0,n,78,294
4043,As,74,ENDFB-8.0,n,79,294
4044,As,74,ENDFB-8.0,n,80,294
4045,As,74,ENDFB-8.0,n,81,294
4046,As,74,ENDFB-8.0,n,82,294
4047,As,74,ENDFB-8.0,n,83,294
4048,As,74,ENDFB-8.0,n,84,294
4049,As,74,ENDFB-8.0,n,85,294
4050,As,74,ENDFB-8.0,n,86,294
4051,As,74,ENDFB-8.0,n,87,294
4052,As,74,ENDFB-8.0,n,88,294
4053,As,74,ENDFB-8.0,n,91,294
4054,As,74,ENDFB-8.0,n,102,294
4055,As,74,ENDFB-8.0,n,103,294
4056,As,74,ENDFB-8.0,n,107,294
4057,As,74,ENDFB-8.0,n,203,294
4058,As,74,ENDFB-8.0,n,207,294
4059,As,74,ENDFB-8.0,n,301,294
4060,As,74,ENDFB-8.0,n,444,294
4061,As,74,ENDFB-8.0,n,901,294
4062,As,74,ENDFB-8.0,n,1,294
4063,N,14,ENDFB-8.0,n,2,294
4064,N,14,ENDFB-8.0,n,4,294
4065,N,14,ENDFB-8.0,n,5,294
4066,N,14,ENDFB-8.0,n,16,294
4067,N,14,ENDFB-8.0,n,51,294
4068,N,14,ENDFB-8.0,n,52,294
4069,N,14,ENDFB-8.0,n,53,294
4070,N,14,ENDFB-8.0,n,54,294
4071,N,14,ENDFB-8.0,n,55,294
4072,N,14,ENDFB-8.0,n,56,294
4073,N,14,ENDFB-8.0,n,57,294
4074,N,14,ENDFB-8.0,n,58,294
4075,N,14,ENDFB-8.0,n,59,294
4076,N,14,ENDFB-8.0,n,60,294
4077,N,14,ENDFB-8.0,n,61,294
4078,N,14,ENDFB-8.0,n,62,294
4079,N,14,ENDFB-8.0,n,63,294
4080,N,14,ENDFB-8.0,n,64,294
4081,N,14,ENDFB-8.0,n,65,294
4082,N,14,ENDFB-8.0,n,66,294
4083,N,14,ENDFB-8.0,n,67,294
4084,N,14,ENDFB-8.0,n,68,294
4085,N,14,ENDFB-8.0,n,69,294
4086,N,14,ENDFB-8.0,n,70,294
4087,N,14,ENDFB-8.0,n,71,294
4088,N,14,ENDFB-8.0,n,72,294
4089,N,14,ENDFB-8.0,n,73,294
4090,N,14,ENDFB-8.0,n,74,294
4091,N,14,ENDFB-8.0,n,75,294
4092,N,14,ENDFB-8.0,n,76,294
4093,N,14,ENDFB-8.0,n,77,294
4094,N,14,ENDFB-8.0,n,102,294
4095,N,14,ENDFB-8.0,n,103,294
4096,N,14,ENDFB-8.0,n,104,294
4097,N,14,ENDFB-8.0,n,105,294
4098,N,14,ENDFB-8.0,n,107,294
4099,N,14,ENDFB-8.0,n,108,294
4100,N,14,ENDFB-8.0,n,203,294
4101,N,14,ENDFB-8.0,n,204,294
4102,N,14,ENDFB-8.0,n,205,294
4103,N,14,ENDFB-8.0,n,207,294
4104,N,14,ENDFB-8.0,n,301,294
4105,N,14,ENDFB-8.0,n,444,294
4106,N,14,ENDFB-8.0,n,600,294
4107,N,14,ENDFB-8.0,n,601,294
4108,N,14,ENDFB-8.0,n,602,294
4109,N,14,ENDFB-8.0,n,603,294
4110,N,14,ENDFB-8.0,n,604,294
4111,N,14,ENDFB-8.0,n,605,294
4112,N,14,ENDFB-8.0,n,606,294
4113,N,14,ENDFB-8.0,n,650,294
4114,N,14,ENDFB-8.0,n,651,294
4115,N,14,ENDFB-8.0,n,652,294
4116,N,14,ENDFB-8.0,n,653,294
4117,N,14,ENDFB-8.0,n,700,294
4118,N,14,ENDFB-8.0,n,701,294
4119,N,14,ENDFB-8.0,n,800,294
4120,N,14,ENDFB-8.0,n,801,294
4121,N,14,ENDFB-8.0,n,802,294
4122,N,14,ENDFB-8.0,n,803,294
4123,N,14,ENDFB-8.0,n,804,294
4124,N,14,ENDFB-8.0,n,805,294
4125,N,14,ENDFB-8.0,n,806,294
4126,N,14,ENDFB-8.0,n,807,294
4127,N,14,ENDFB-8.0,n,808,294
4128,N,14,ENDFB-8.0,n,809,294
4129,N,14,ENDFB-8.0,n,810,294
4130,N,14,ENDFB-8.0,n,901,294
4131,N,14,ENDFB-8.0,n,1,294
4132,Hf,179,ENDFB-8.0,n,2,294
4133,Hf,179,ENDFB-8.0,n,16,294
4134,Hf,179,ENDFB-8.0,n,17,294
4135,Hf,179,ENDFB-8.0,n,22,294
4136,Hf,179,ENDFB-8.0,n,28,294
4137,Hf,179,ENDFB-8.0,n,51,294
4138,Hf,179,ENDFB-8.0,n,52,294
4139,Hf,179,ENDFB-8.0,n,53,294
4140,Hf,179,ENDFB-8.0,n,54,294
4141,Hf,179,ENDFB-8.0,n,55,294
4142,Hf,179,ENDFB-8.0,n,56,294
4143,Hf,179,ENDFB-8.0,n,57,294
4144,Hf,179,ENDFB-8.0,n,58,294
4145,Hf,179,ENDFB-8.0,n,59,294
4146,Hf,179,ENDFB-8.0,n,60,294
4147,Hf,179,ENDFB-8.0,n,61,294
4148,Hf,179,ENDFB-8.0,n,62,294
4149,Hf,179,ENDFB-8.0,n,63,294
4150,Hf,179,ENDFB-8.0,n,64,294
4151,Hf,179,ENDFB-8.0,n,65,294
4152,Hf,179,ENDFB-8.0,n,66,294
4153,Hf,179,ENDFB-8.0,n,67,294
4154,Hf,179,ENDFB-8.0,n,68,294
4155,Hf,179,ENDFB-8.0,n,69,294
4156,Hf,179,ENDFB-8.0,n,70,294
4157,Hf,179,ENDFB-8.0,n,71,294
4158,Hf,179,ENDFB-8.0,n,72,294
4159,Hf,179,ENDFB-8.0,n,73,294
4160,Hf,179,ENDFB-8.0,n,74,294
4161,Hf,179,ENDFB-8.0,n,75,294
4162,Hf,179,ENDFB-8.0,n,76,294
4163,Hf,179,ENDFB-8.0,n,77,294
4164,Hf,179,ENDFB-8.0,n,78,294
4165,Hf,179,ENDFB-8.0,n,79,294
4166,Hf,179,ENDFB-8.0,n,80,294
