id,element,nucleons,library,incident_particle,mt,temperature
0,Pu,245,ENDFB-8.0,n,2,294
1,Pu,245,ENDFB-8.0,n,5,294
2,Pu,245,ENDFB-8.0,n,16,294
3,Pu,245,ENDFB-8.0,n,18,294
4,Pu,245,ENDFB-8.0,n,51,294
5,Pu,245,ENDFB-8.0,n,52,294
6,Pu,245,ENDFB-8.0,n,53,294
7,Pu,245,ENDFB-8.0,n,54,294
8,Pu,245,ENDFB-8.0,n,55,294
9,Pu,245,ENDFB-8.0,n,56,294
10,Pu,245,ENDFB-8.0,n,57,294
11,Pu,245,ENDFB-8.0,n,58,294
12,Pu,245,ENDFB-8.0,n,59,294
13,Pu,245,ENDFB-8.0,n,60,294
14,Pu,245,ENDFB-8.0,n,91,294
15,Pu,245,ENDFB-8.0,n,102,294
16,Pu,245,ENDFB-8.0,n,103,294
17,Pu,245,ENDFB-8.0,n,107,294
18,Pu,245,ENDFB-8.0,n,203,294
19,Pu,245,ENDFB-8.0,n,204,294
20,Pu,245,ENDFB-8.0,n,205,294
21,Pu,245,ENDFB-8.0,n,206,294
22,Pu,245,ENDFB-8.0,n,207,294
23,Pu,245,ENDFB-8.0,n,301,294
24,Pu,245,ENDFB-8.0,n,444,294
25,Pu,245,ENDFB-8.0,n,649,294
26,Pu,245,ENDFB-8.0,n,800,294
27,Pu,245,ENDFB-8.0,n,849,294
28,Pu,245,ENDFB-8.0,n,901,294
29,Pu,245,ENDFB-8.0,n,1,294
30,Dy,156,ENDFB-8.0,n,2,294
31,Dy,156,ENDFB-8.0,n,16,294
32,Dy,156,ENDFB-8.0,n,17,294
33,Dy,156,ENDFB-8.0,n,22,294
34,Dy,156,ENDFB-8.0,n,24,294
35,Dy,156,ENDFB-8.0,n,28,294
36,Dy,156,ENDFB-8.0,n,41,294
37,Dy,156,ENDFB-8.0,n,51,294
38,Dy,156,ENDFB-8.0,n,52,294
39,Dy,156,ENDFB-8.0,n,53,294
40,Dy,156,ENDFB-8.0,n,54,294
41,Dy,156,ENDFB-8.0,n,55,294
42,Dy,156,ENDFB-8.0,n,56,294
43,Dy,156,ENDFB-8.0,n,57,294
44,Dy,156,ENDFB-8.0,n,58,294
45,Dy,156,ENDFB-8.0,n,59,294
46,Dy,156,ENDFB-8.0,n,60,294
47,Dy,156,ENDFB-8.0,n,91,294
48,Dy,156,ENDFB-8.0,n,102,294
49,Dy,156,ENDFB-8.0,n,103,294
50,Dy,156,ENDFB-8.0,n,107,294
51,Dy,156,ENDFB-8.0,n,203,294
52,Dy,156,ENDFB-8.0,n,207,294
53,Dy,156,ENDFB-8.0,n,301,294
54,Dy,156,ENDFB-8.0,n,444,294
55,Dy,156,ENDFB-8.0,n,600,294
56,Dy,156,ENDFB-8.0,n,601,294
57,Dy,156,ENDFB-8.0,n,602,294
58,Dy,156,ENDFB-8.0,n,603,294
59,Dy,156,ENDFB-8.0,n,604,294
60,Dy,156,ENDFB-8.0,n,605,294
61,Dy,156,ENDFB-8.0,n,606,294
62,Dy,156,ENDFB-8.0,n,607,294
63,Dy,156,ENDFB-8.0,n,608,294
64,Dy,156,ENDFB-8.0,n,609,294
65,Dy,156,ENDFB-8.0,n,649,294
66,Dy,156,ENDFB-8.0,n,800,294
67,Dy,156,ENDFB-8.0,n,801,294
68,Dy,156,ENDFB-8.0,n,802,294
69,Dy,156,ENDFB-8.0,n,803,294
70,Dy,156,ENDFB-8.0,n,804,294
71,Dy,156,ENDFB-8.0,n,805,294
72,Dy,156,ENDFB-8.0,n,806,294
73,Dy,156,ENDFB-8.0,n,807,294
74,Dy,156,ENDFB-8.0,n,808,294
75,Dy,156,ENDFB-8.0,n,809,294
76,Dy,156,ENDFB-8.0,n,810,294
77,Dy,156,ENDFB-8.0,n,811,294
78,Dy,156,ENDFB-8.0,n,812,294
79,Dy,156,ENDFB-8.0,n,813,294
80,Dy,156,ENDFB-8.0,n,814,294
81,Dy,156,ENDFB-8.0,n,815,294
82,Dy,156,ENDFB-8.0,n,816,294
83,Dy,156,ENDFB-8.0,n,817,294
84,Dy,156,ENDFB-8.0,n,818,294
85,Dy,156,ENDFB-8.0,n,819,294
86,Dy,156,ENDFB-8.0,n,849,294
87,Dy,156,ENDFB-8.0,n,901,294
88,Dy,156,ENDFB-8.0,n,1,294
89,Se,78,ENDFB-8.0,n,2,294
90,Se,78,ENDFB-8.0,n,16,294
91,Se,78,ENDFB-8.0,n,17,294
92,Se,78,ENDFB-8.0,n,22,294
93,Se,78,ENDFB-8.0,n,28,294
94,Se,78,ENDFB-8.0,n,51,294
95,Se,78,ENDFB-8.0,n,52,294
96,Se,78,ENDFB-8.0,n,53,294
97,Se,78,ENDFB-8.0,n,54,294
98,Se,78,ENDFB-8.0,n,55,294
99,Se,78,ENDFB-8.0,n,56,294
100,Se,78,ENDFB-8.0,n,57,294
101,Se,78,ENDFB-8.0,n,58,294
102,Se,78,ENDFB-8.0,n,59,294
103,Se,78,ENDFB-8.0,n,60,294
104,Se,78,ENDFB-8.0,n,61,294
105,Se,78,ENDFB-8.0,n,62,294
106,Se,78,ENDFB-8.0,n,63,294
107,Se,78,ENDFB-8.0,n,64,294
108,Se,78,ENDFB-8.0,n,65,294
109,Se,78,ENDFB-8.0,n,66,294
110,Se,78,ENDFB-8.0,n,67,294
111,Se,78,ENDFB-8.0,n,68,294
112,Se,78,ENDFB-8.0,n,69,294
113,Se,78,ENDFB-8.0,n,70,294
114,Se,78,ENDFB-8.0,n,91,294
115,Se,78,ENDFB-8.0,n,102,294
116,Se,78,ENDFB-8.0,n,103,294
117,Se,78,ENDFB-8.0,n,104,294
118,Se,78,ENDFB-8.0,n,105,294
119,Se,78,ENDFB-8.0,n,107,294
120,Se,78,ENDFB-8.0,n,203,294
121,Se,78,ENDFB-8.0,n,204,294
122,Se,78,ENDFB-8.0,n,205,294
123,Se,78,ENDFB-8.0,n,207,294
124,Se,78,ENDFB-8.0,n,301,294
125,Se,78,ENDFB-8.0,n,444,294
126,Se,78,ENDFB-8.0,n,901,294
127,Se,78,ENDFB-8.0,n,1,294
128,Sn,126,ENDFB-8.0,n,2,294
129,Sn,126,ENDFB-8.0,n,16,294
130,Sn,126,ENDFB-8.0,n,17,294
131,Sn,126,ENDFB-8.0,n,22,294
132,Sn,126,ENDFB-8.0,n,28,294
133,Sn,126,ENDFB-8.0,n,51,294
134,Sn,126,ENDFB-8.0,n,52,294
135,Sn,126,ENDFB-8.0,n,53,294
136,Sn,126,ENDFB-8.0,n,54,294
137,Sn,126,ENDFB-8.0,n,55,294
138,Sn,126,ENDFB-8.0,n,56,294
139,Sn,126,ENDFB-8.0,n,57,294
140,Sn,126,ENDFB-8.0,n,91,294
141,Sn,126,ENDFB-8.0,n,102,294
142,Sn,126,ENDFB-8.0,n,103,294
143,Sn,126,ENDFB-8.0,n,104,294
144,Sn,126,ENDFB-8.0,n,105,294
145,Sn,126,ENDFB-8.0,n,107,294
146,Sn,126,ENDFB-8.0,n,203,294
147,Sn,126,ENDFB-8.0,n,204,294
148,Sn,126,ENDFB-8.0,n,205,294
149,Sn,126,ENDFB-8.0,n,207,294
150,Sn,126,ENDFB-8.0,n,301,294
151,Sn,126,ENDFB-8.0,n,444,294
152,Sn,126,ENDFB-8.0,n,901,294
153,Sn,126,ENDFB-8.0,n,1,294
154,Ta,182,ENDFB-8.0,n,2,294
155,Ta,182,ENDFB-8.0,n,16,294
156,Ta,182,ENDFB-8.0,n,17,294
157,Ta,182,ENDFB-8.0,n,51,294
158,Ta,182,ENDFB-8.0,n,52,294
159,Ta,182,ENDFB-8.0,n,53,294
160,Ta,182,ENDFB-8.0,n,54,294
161,Ta,182,ENDFB-8.0,n,55,294
162,Ta,182,ENDFB-8.0,n,56,294
163,Ta,182,ENDFB-8.0,n,57,294
164,Ta,182,ENDFB-8.0,n,58,294
165,Ta,182,ENDFB-8.0,n,91,294
166,Ta,182,ENDFB-8.0,n,102,294
167,Ta,182,ENDFB-8.0,n,107,294
168,Ta,182,ENDFB-8.0,n,207,294
169,Ta,182,ENDFB-8.0,n,301,294
170,Ta,182,ENDFB-8.0,n,444,294
171,Ta,182,ENDFB-8.0,n,901,294
172,Ta,182,ENDFB-8.0,n,1,294
173,K,39,ENDFB-8.0,n,2,294
174,K,39,ENDFB-8.0,n,16,294
175,K,39,ENDFB-8.0,n,22,294
176,K,39,ENDFB-8.0,n,28,294
177,K,39,ENDFB-8.0,n,51,294
178,K,39,ENDFB-8.0,n,52,294
179,K,39,ENDFB-8.0,n,53,294
180,K,39,ENDFB-8.0,n,54,294
181,K,39,ENDFB-8.0,n,91,294
182,K,39,ENDFB-8.0,n,102,294
183,K,39,ENDFB-8.0,n,103,294
184,K,39,ENDFB-8.0,n,107,294
185,K,39,ENDFB-8.0,n,203,294
186,K,39,ENDFB-8.0,n,207,294
187,K,39,ENDFB-8.0,n,301,294
188,K,39,ENDFB-8.0,n,444,294
189,K,39,ENDFB-8.0,n,901,294
190,K,39,ENDFB-8.0,n,1,294
191,Mg,25,ENDFB-8.0,n,2,294
192,Mg,25,ENDFB-8.0,n,16,294
193,Mg,25,ENDFB-8.0,n,22,294
194,Mg,25,ENDFB-8.0,n,28,294
195,Mg,25,ENDFB-8.0,n,51,294
196,Mg,25,ENDFB-8.0,n,52,294
197,Mg,25,ENDFB-8.0,n,53,294
198,Mg,25,ENDFB-8.0,n,54,294
199,Mg,25,ENDFB-8.0,n,55,294
200,Mg,25,ENDFB-8.0,n,56,294
201,Mg,25,ENDFB-8.0,n,57,294
202,Mg,25,ENDFB-8.0,n,58,294
203,Mg,25,ENDFB-8.0,n,59,294
204,Mg,25,ENDFB-8.0,n,60,294
205,Mg,25,ENDFB-8.0,n,61,294
206,Mg,25,ENDFB-8.0,n,62,294
207,Mg,25,ENDFB-8.0,n,63,294
208,Mg,25,ENDFB-8.0,n,64,294
209,Mg,25,ENDFB-8.0,n,65,294
210,Mg,25,ENDFB-8.0,n,66,294
211,Mg,25,ENDFB-8.0,n,67,294
212,Mg,25,ENDFB-8.0,n,91,294
213,Mg,25,ENDFB-8.0,n,102,294
214,Mg,25,ENDFB-8.0,n,103,294
215,Mg,25,ENDFB-8.0,n,107,294
216,Mg,25,ENDFB-8.0,n,203,294
217,Mg,25,ENDFB-8.0,n,207,294
218,Mg,25,ENDFB-8.0,n,301,294
219,Mg,25,ENDFB-8.0,n,444,294
220,Mg,25,ENDFB-8.0,n,901,294
221,Mg,25,ENDFB-8.0,n,1,294
222,Ra,224,ENDFB-8.0,n,2,294
223,Ra,224,ENDFB-8.0,n,16,294
224,Ra,224,ENDFB-8.0,n,17,294
225,Ra,224,ENDFB-8.0,n,37,294
226,Ra,224,ENDFB-8.0,n,51,294
227,Ra,224,ENDFB-8.0,n,52,294
228,Ra,224,ENDFB-8.0,n,53,294
229,Ra,224,ENDFB-8.0,n,54,294
230,Ra,224,ENDFB-8.0,n,55,294
231,Ra,224,ENDFB-8.0,n,56,294
232,Ra,224,ENDFB-8.0,n,57,294
233,Ra,224,ENDFB-8.0,n,58,294
234,Ra,224,ENDFB-8.0,n,59,294
235,Ra,224,ENDFB-8.0,n,60,294
236,Ra,224,ENDFB-8.0,n,61,294
237,Ra,224,ENDFB-8.0,n,91,294
238,Ra,224,ENDFB-8.0,n,102,294
239,Ra,224,ENDFB-8.0,n,301,294
240,Ra,224,ENDFB-8.0,n,444,294
241,Ra,224,ENDFB-8.0,n,901,294
242,Ra,224,ENDFB-8.0,n,1,294
243,Pt,196,ENDFB-8.0,n,2,294
244,Pt,196,ENDFB-8.0,n,5,294
245,Pt,196,ENDFB-8.0,n,11,294
246,Pt,196,ENDFB-8.0,n,16,294
247,Pt,196,ENDFB-8.0,n,17,294
248,Pt,196,ENDFB-8.0,n,22,294
249,Pt,196,ENDFB-8.0,n,24,294
250,Pt,196,ENDFB-8.0,n,25,294
251,Pt,196,ENDFB-8.0,n,28,294
252,Pt,196,ENDFB-8.0,n,32,294
253,Pt,196,ENDFB-8.0,n,33,294
254,Pt,196,ENDFB-8.0,n,34,294
255,Pt,196,ENDFB-8.0,n,37,294
256,Pt,196,ENDFB-8.0,n,41,294
257,Pt,196,ENDFB-8.0,n,42,294
258,Pt,196,ENDFB-8.0,n,44,294
259,Pt,196,ENDFB-8.0,n,51,294
260,Pt,196,ENDFB-8.0,n,52,294
261,Pt,196,ENDFB-8.0,n,53,294
262,Pt,196,ENDFB-8.0,n,54,294
263,Pt,196,ENDFB-8.0,n,55,294
264,Pt,196,ENDFB-8.0,n,56,294
265,Pt,196,ENDFB-8.0,n,57,294
266,Pt,196,ENDFB-8.0,n,58,294
267,Pt,196,ENDFB-8.0,n,59,294
268,Pt,196,ENDFB-8.0,n,60,294
269,Pt,196,ENDFB-8.0,n,61,294
270,Pt,196,ENDFB-8.0,n,62,294
271,Pt,196,ENDFB-8.0,n,63,294
272,Pt,196,ENDFB-8.0,n,64,294
273,Pt,196,ENDFB-8.0,n,65,294
274,Pt,196,ENDFB-8.0,n,66,294
275,Pt,196,ENDFB-8.0,n,67,294
276,Pt,196,ENDFB-8.0,n,68,294
277,Pt,196,ENDFB-8.0,n,69,294
278,Pt,196,ENDFB-8.0,n,70,294
279,Pt,196,ENDFB-8.0,n,71,294
280,Pt,196,ENDFB-8.0,n,72,294
281,Pt,196,ENDFB-8.0,n,73,294
282,Pt,196,ENDFB-8.0,n,74,294
283,Pt,196,ENDFB-8.0,n,75,294
284,Pt,196,ENDFB-8.0,n,76,294
285,Pt,196,ENDFB-8.0,n,77,294
286,Pt,196,ENDFB-8.0,n,78,294
287,Pt,196,ENDFB-8.0,n,79,294
288,Pt,196,ENDFB-8.0,n,80,294
289,Pt,196,ENDFB-8.0,n,91,294
290,Pt,196,ENDFB-8.0,n,102,294
291,Pt,196,ENDFB-8.0,n,103,294
292,Pt,196,ENDFB-8.0,n,104,294
293,Pt,196,ENDFB-8.0,n,105,294
294,Pt,196,ENDFB-8.0,n,106,294
295,Pt,196,ENDFB-8.0,n,107,294
296,Pt,196,ENDFB-8.0,n,111,294
297,Pt,196,ENDFB-8.0,n,203,294
298,Pt,196,ENDFB-8.0,n,204,294
299,Pt,196,ENDFB-8.0,n,205,294
300,Pt,196,ENDFB-8.0,n,206,294
301,Pt,196,ENDFB-8.0,n,207,294
302,Pt,196,ENDFB-8.0,n,301,294
303,Pt,196,ENDFB-8.0,n,444,294
304,Pt,196,ENDFB-8.0,n,901,294
305,Pt,196,ENDFB-8.0,n,1,294
306,Ac,225,ENDFB-8.0,n,2,294
307,Ac,225,ENDFB-8.0,n,16,294
308,Ac,225,ENDFB-8.0,n,17,294
309,Ac,225,ENDFB-8.0,n,18,294
310,Ac,225,ENDFB-8.0,n,37,294
311,Ac,225,ENDFB-8.0,n,51,294
312,Ac,225,ENDFB-8.0,n,52,294
313,Ac,225,ENDFB-8.0,n,53,294
314,Ac,225,ENDFB-8.0,n,54,294
315,Ac,225,ENDFB-8.0,n,55,294
316,Ac,225,ENDFB-8.0,n,56,294
317,Ac,225,ENDFB-8.0,n,57,294
318,Ac,225,ENDFB-8.0,n,58,294
319,Ac,225,ENDFB-8.0,n,59,294
320,Ac,225,ENDFB-8.0,n,60,294
321,Ac,225,ENDFB-8.0,n,61,294
322,Ac,225,ENDFB-8.0,n,62,294
323,Ac,225,ENDFB-8.0,n,63,294
324,Ac,225,ENDFB-8.0,n,64,294
325,Ac,225,ENDFB-8.0,n,91,294
326,Ac,225,ENDFB-8.0,n,102,294
327,Ac,225,ENDFB-8.0,n,301,294
328,Ac,225,ENDFB-8.0,n,444,294
329,Ac,225,ENDFB-8.0,n,901,294
330,Ac,225,ENDFB-8.0,n,1,294
331,Dy,157,ENDFB-8.0,n,2,294
332,Dy,157,ENDFB-8.0,n,5,294
333,Dy,157,ENDFB-8.0,n,16,294
334,Dy,157,ENDFB-8.0,n,51,294
335,Dy,157,ENDFB-8.0,n,52,294
336,Dy,157,ENDFB-8.0,n,53,294
337,Dy,157,ENDFB-8.0,n,54,294
338,Dy,157,ENDFB-8.0,n,55,294
339,Dy,157,ENDFB-8.0,n,56,294
340,Dy,157,ENDFB-8.0,n,57,294
341,Dy,157,ENDFB-8.0,n,58,294
342,Dy,157,ENDFB-8.0,n,59,294
343,Dy,157,ENDFB-8.0,n,60,294
344,Dy,157,ENDFB-8.0,n,61,294
345,Dy,157,ENDFB-8.0,n,62,294
346,Dy,157,ENDFB-8.0,n,63,294
347,Dy,157,ENDFB-8.0,n,64,294
348,Dy,157,ENDFB-8.0,n,65,294
349,Dy,157,ENDFB-8.0,n,66,294
350,Dy,157,ENDFB-8.0,n,67,294
351,Dy,157,ENDFB-8.0,n,68,294
352,Dy,157,ENDFB-8.0,n,69,294
353,Dy,157,ENDFB-8.0,n,70,294
354,Dy,157,ENDFB-8.0,n,71,294
355,Dy,157,ENDFB-8.0,n,72,294
356,Dy,157,ENDFB-8.0,n,73,294
357,Dy,157,ENDFB-8.0,n,74,294
358,Dy,157,ENDFB-8.0,n,75,294
359,Dy,157,ENDFB-8.0,n,76,294
360,Dy,157,ENDFB-8.0,n,77,294
361,Dy,157,ENDFB-8.0,n,78,294
362,Dy,157,ENDFB-8.0,n,79,294
363,Dy,157,ENDFB-8.0,n,80,294
364,Dy,157,ENDFB-8.0,n,81,294
365,Dy,157,ENDFB-8.0,n,82,294
366,Dy,157,ENDFB-8.0,n,83,294
367,Dy,157,ENDFB-8.0,n,84,294
368,Dy,157,ENDFB-8.0,n,85,294
369,Dy,157,ENDFB-8.0,n,86,294
370,Dy,157,ENDFB-8.0,n,87,294
371,Dy,157,ENDFB-8.0,n,88,294
372,Dy,157,ENDFB-8.0,n,89,294
373,Dy,157,ENDFB-8.0,n,91,294
374,Dy,157,ENDFB-8.0,n,102,294
375,Dy,157,ENDFB-8.0,n,103,294
376,Dy,157,ENDFB-8.0,n,107,294
377,Dy,157,ENDFB-8.0,n,203,294
378,Dy,157,ENDFB-8.0,n,204,294
379,Dy,157,ENDFB-8.0,n,205,294
380,Dy,157,ENDFB-8.0,n,206,294
381,Dy,157,ENDFB-8.0,n,207,294
382,Dy,157,ENDFB-8.0,n,301,294
383,Dy,157,ENDFB-8.0,n,444,294
384,Dy,157,ENDFB-8.0,n,600,294
385,Dy,157,ENDFB-8.0,n,601,294
386,Dy,157,ENDFB-8.0,n,602,294
387,Dy,157,ENDFB-8.0,n,603,294
388,Dy,157,ENDFB-8.0,n,604,294
389,Dy,157,ENDFB-8.0,n,605,294
390,Dy,157,ENDFB-8.0,n,606,294
391,Dy,157,ENDFB-8.0,n,607,294
392,Dy,157,ENDFB-8.0,n,608,294
393,Dy,157,ENDFB-8.0,n,609,294
394,Dy,157,ENDFB-8.0,n,610,294
395,Dy,157,ENDFB-8.0,n,611,294
396,Dy,157,ENDFB-8.0,n,612,294
397,Dy,157,ENDFB-8.0,n,613,294
398,Dy,157,ENDFB-8.0,n,614,294
399,Dy,157,ENDFB-8.0,n,615,294
400,Dy,157,ENDFB-8.0,n,616,294
401,Dy,157,ENDFB-8.0,n,617,294
402,Dy,157,ENDFB-8.0,n,618,294
403,Dy,157,ENDFB-8.0,n,619,294
404,Dy,157,ENDFB-8.0,n,620,294
405,Dy,157,ENDFB-8.0,n,621,294
406,Dy,157,ENDFB-8.0,n,622,294
407,Dy,157,ENDFB-8.0,n,623,294
408,Dy,157,ENDFB-8.0,n,624,294
409,Dy,157,ENDFB-8.0,n,625,294
410,Dy,157,ENDFB-8.0,n,626,294
411,Dy,157,ENDFB-8.0,n,627,294
412,Dy,157,ENDFB-8.0,n,628,294
413,Dy,157,ENDFB-8.0,n,629,294
414,Dy,157,ENDFB-8.0,n,630,294
415,Dy,157,ENDFB-8.0,n,631,294
416,Dy,157,ENDFB-8.0,n,632,294
417,Dy,157,ENDFB-8.0,n,633,294
418,Dy,157,ENDFB-8.0,n,634,294
419,Dy,157,ENDFB-8.0,n,635,294
420,Dy,157,ENDFB-8.0,n,636,294
421,Dy,157,ENDFB-8.0,n,637,294
422,Dy,157,ENDFB-8.0,n,638,294
423,Dy,157,ENDFB-8.0,n,639,294
424,Dy,157,ENDFB-8.0,n,649,294
425,Dy,157,ENDFB-8.0,n,800,294
426,Dy,157,ENDFB-8.0,n,801,294
427,Dy,157,ENDFB-8.0,n,802,294
428,Dy,157,ENDFB-8.0,n,803,294
429,Dy,157,ENDFB-8.0,n,804,294
430,Dy,157,ENDFB-8.0,n,805,294
431,Dy,157,ENDFB-8.0,n,806,294
432,Dy,157,ENDFB-8.0,n,807,294
433,Dy,157,ENDFB-8.0,n,808,294
434,Dy,157,ENDFB-8.0,n,809,294
435,Dy,157,ENDFB-8.0,n,810,294
436,Dy,157,ENDFB-8.0,n,811,294
437,Dy,157,ENDFB-8.0,n,812,294
438,Dy,157,ENDFB-8.0,n,813,294
439,Dy,157,ENDFB-8.0,n,814,294
440,Dy,157,ENDFB-8.0,n,815,294
441,Dy,157,ENDFB-8.0,n,816,294
442,Dy,157,ENDFB-8.0,n,817,294
443,Dy,157,ENDFB-8.0,n,818,294
444,Dy,157,ENDFB-8.0,n,819,294
445,Dy,157,ENDFB-8.0,n,820,294
446,Dy,157,ENDFB-8.0,n,821,294
447,Dy,157,ENDFB-8.0,n,822,294
448,Dy,157,ENDFB-8.0,n,823,294
449,Dy,157,ENDFB-8.0,n,824,294
450,Dy,157,ENDFB-8.0,n,825,294
451,Dy,157,ENDFB-8.0,n,826,294
452,Dy,157,ENDFB-8.0,n,827,294
453,Dy,157,ENDFB-8.0,n,828,294
454,Dy,157,ENDFB-8.0,n,829,294
455,Dy,157,ENDFB-8.0,n,830,294
456,Dy,157,ENDFB-8.0,n,831,294
457,Dy,157,ENDFB-8.0,n,832,294
458,Dy,157,ENDFB-8.0,n,833,294
459,Dy,157,ENDFB-8.0,n,834,294
460,Dy,157,ENDFB-8.0,n,835,294
461,Dy,157,ENDFB-8.0,n,836,294
462,Dy,157,ENDFB-8.0,n,837,294
463,Dy,157,ENDFB-8.0,n,838,294
464,Dy,157,ENDFB-8.0,n,839,294
465,Dy,157,ENDFB-8.0,n,849,294
466,Dy,157,ENDFB-8.0,n,901,294
467,Dy,157,ENDFB-8.0,n,1,294
468,W,184,ENDFB-8.0,n,2,294
469,W,184,ENDFB-8.0,n,5,294
470,W,184,ENDFB-8.0,n,16,294
471,W,184,ENDFB-8.0,n,17,294
472,W,184,ENDFB-8.0,n,28,294
473,W,184,ENDFB-8.0,n,37,294
474,W,184,ENDFB-8.0,n,41,294
475,W,184,ENDFB-8.0,n,51,294
476,W,184,ENDFB-8.0,n,52,294
477,W,184,ENDFB-8.0,n,53,294
478,W,184,ENDFB-8.0,n,54,294
479,W,184,ENDFB-8.0,n,55,294
480,W,184,ENDFB-8.0,n,56,294
481,W,184,ENDFB-8.0,n,91,294
482,W,184,ENDFB-8.0,n,102,294
483,W,184,ENDFB-8.0,n,103,294
484,W,184,ENDFB-8.0,n,107,294
485,W,184,ENDFB-8.0,n,203,294
486,W,184,ENDFB-8.0,n,207,294
487,W,184,ENDFB-8.0,n,301,294
488,W,184,ENDFB-8.0,n,444,294
489,W,184,ENDFB-8.0,n,600,294
490,W,184,ENDFB-8.0,n,649,294
491,W,184,ENDFB-8.0,n,800,294
492,W,184,ENDFB-8.0,n,801,294
493,W,184,ENDFB-8.0,n,802,294
494,W,184,ENDFB-8.0,n,803,294
495,W,184,ENDFB-8.0,n,804,294
496,W,184,ENDFB-8.0,n,805,294
497,W,184,ENDFB-8.0,n,806,294
498,W,184,ENDFB-8.0,n,807,294
499,W,184,ENDFB-8.0,n,849,294
500,W,184,ENDFB-8.0,n,901,294
501,W,184,ENDFB-8.0,n,1,294
502,Es,255,ENDFB-8.0,n,2,294
503,Es,255,ENDFB-8.0,n,16,294
504,Es,255,ENDFB-8.0,n,17,294
505,Es,255,ENDFB-8.0,n,18,294
506,Es,255,ENDFB-8.0,n,37,294
507,Es,255,ENDFB-8.0,n,51,294
508,Es,255,ENDFB-8.0,n,52,294
509,Es,255,ENDFB-8.0,n,91,294
510,Es,255,ENDFB-8.0,n,102,294
511,Es,255,ENDFB-8.0,n,301,294
512,Es,255,ENDFB-8.0,n,444,294
513,Es,255,ENDFB-8.0,n,901,294
514,Es,255,ENDFB-8.0,n,1,294
515,Pt,190,ENDFB-8.0,n,2,294
516,Pt,190,ENDFB-8.0,n,5,294
517,Pt,190,ENDFB-8.0,n,11,294
518,Pt,190,ENDFB-8.0,n,16,294
519,Pt,190,ENDFB-8.0,n,17,294
520,Pt,190,ENDFB-8.0,n,22,294
521,Pt,190,ENDFB-8.0,n,24,294
522,Pt,190,ENDFB-8.0,n,25,294
523,Pt,190,ENDFB-8.0,n,28,294
524,Pt,190,ENDFB-8.0,n,29,294
525,Pt,190,ENDFB-8.0,n,30,294
526,Pt,190,ENDFB-8.0,n,32,294
527,Pt,190,ENDFB-8.0,n,33,294
528,Pt,190,ENDFB-8.0,n,34,294
529,Pt,190,ENDFB-8.0,n,37,294
530,Pt,190,ENDFB-8.0,n,41,294
531,Pt,190,ENDFB-8.0,n,42,294
532,Pt,190,ENDFB-8.0,n,44,294
533,Pt,190,ENDFB-8.0,n,45,294
534,Pt,190,ENDFB-8.0,n,51,294
535,Pt,190,ENDFB-8.0,n,52,294
536,Pt,190,ENDFB-8.0,n,53,294
537,Pt,190,ENDFB-8.0,n,54,294
538,Pt,190,ENDFB-8.0,n,55,294
539,Pt,190,ENDFB-8.0,n,56,294
540,Pt,190,ENDFB-8.0,n,57,294
541,Pt,190,ENDFB-8.0,n,58,294
542,Pt,190,ENDFB-8.0,n,59,294
543,Pt,190,ENDFB-8.0,n,60,294
544,Pt,190,ENDFB-8.0,n,61,294
545,Pt,190,ENDFB-8.0,n,62,294
546,Pt,190,ENDFB-8.0,n,63,294
547,Pt,190,ENDFB-8.0,n,64,294
548,Pt,190,ENDFB-8.0,n,65,294
549,Pt,190,ENDFB-8.0,n,66,294
550,Pt,190,ENDFB-8.0,n,67,294
551,Pt,190,ENDFB-8.0,n,68,294
552,Pt,190,ENDFB-8.0,n,69,294
553,Pt,190,ENDFB-8.0,n,70,294
554,Pt,190,ENDFB-8.0,n,71,294
555,Pt,190,ENDFB-8.0,n,72,294
556,Pt,190,ENDFB-8.0,n,73,294
557,Pt,190,ENDFB-8.0,n,74,294
558,Pt,190,ENDFB-8.0,n,75,294
559,Pt,190,ENDFB-8.0,n,76,294
560,Pt,190,ENDFB-8.0,n,77,294
561,Pt,190,ENDFB-8.0,n,91,294
562,Pt,190,ENDFB-8.0,n,102,294
563,Pt,190,ENDFB-8.0,n,103,294
564,Pt,190,ENDFB-8.0,n,104,294
565,Pt,190,ENDFB-8.0,n,105,294
566,Pt,190,ENDFB-8.0,n,106,294
567,Pt,190,ENDFB-8.0,n,107,294
568,Pt,190,ENDFB-8.0,n,108,294
569,Pt,190,ENDFB-8.0,n,111,294
570,Pt,190,ENDFB-8.0,n,112,294
571,Pt,190,ENDFB-8.0,n,115,294
572,Pt,190,ENDFB-8.0,n,116,294
573,Pt,190,ENDFB-8.0,n,117,294
574,Pt,190,ENDFB-8.0,n,203,294
575,Pt,190,ENDFB-8.0,n,204,294
576,Pt,190,ENDFB-8.0,n,205,294
577,Pt,190,ENDFB-8.0,n,206,294
578,Pt,190,ENDFB-8.0,n,207,294
579,Pt,190,ENDFB-8.0,n,301,294
580,Pt,190,ENDFB-8.0,n,444,294
581,Pt,190,ENDFB-8.0,n,901,294
582,Pt,190,ENDFB-8.0,n,1,294
583,In,113,ENDFB-8.0,n,2,294
584,In,113,ENDFB-8.0,n,16,294
585,In,113,ENDFB-8.0,n,17,294
586,In,113,ENDFB-8.0,n,22,294
587,In,113,ENDFB-8.0,n,28,294
588,In,113,ENDFB-8.0,n,32,294
